node1 -- Embedding: 2-2 -- forward_compute_time=55.635, backward_compute_time=0.000, activation_size=409600, parameter_size=321644800
node232 -- Conv1D: 5-153 -- forward_compute_time=73.741, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node233 -- Conv1D: 5-154 -- forward_compute_time=83.095, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node234 -- LayerNorm: 4-155 -- forward_compute_time=199.787, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node235 -- Conv1D: 5-155 -- forward_compute_time=101.684, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node236 -- Conv1D: 5-156 -- forward_compute_time=93.397, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node237 -- LayerNorm: 4-157 -- forward_compute_time=197.887, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node238 -- Conv1D: 5-157 -- forward_compute_time=74.65, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node239 -- Conv1D: 5-158 -- forward_compute_time=84.048, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node240 -- LayerNorm: 4-159 -- forward_compute_time=204.724, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node241 -- Conv1D: 5-159 -- forward_compute_time=102.248, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node242 -- Conv1D: 5-160 -- forward_compute_time=96.39, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node243 -- LayerNorm: 4-161 -- forward_compute_time=200.394, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node244 -- Conv1D: 5-161 -- forward_compute_time=76.726, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node245 -- Conv1D: 5-162 -- forward_compute_time=83.033, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node246 -- LayerNorm: 4-163 -- forward_compute_time=198.268, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node247 -- Conv1D: 5-163 -- forward_compute_time=105.286, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node248 -- Conv1D: 5-164 -- forward_compute_time=94.087, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node249 -- LayerNorm: 4-165 -- forward_compute_time=198.1, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node250 -- Conv1D: 5-165 -- forward_compute_time=73.945, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node251 -- Conv1D: 5-166 -- forward_compute_time=83.219, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node252 -- LayerNorm: 4-167 -- forward_compute_time=197.851, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node253 -- Conv1D: 5-167 -- forward_compute_time=104.424, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node254 -- Conv1D: 5-168 -- forward_compute_time=93.984, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node255 -- LayerNorm: 4-169 -- forward_compute_time=196.996, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node256 -- Conv1D: 5-169 -- forward_compute_time=74.377, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node257 -- Conv1D: 5-170 -- forward_compute_time=86.237, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node258 -- LayerNorm: 4-171 -- forward_compute_time=200.894, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node259 -- Conv1D: 5-171 -- forward_compute_time=102.88, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node260 -- Conv1D: 5-172 -- forward_compute_time=97.272, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node261 -- LayerNorm: 4-173 -- forward_compute_time=201.626, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node262 -- Conv1D: 5-173 -- forward_compute_time=73.028, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node263 -- Conv1D: 5-174 -- forward_compute_time=87.869, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node264 -- LayerNorm: 4-175 -- forward_compute_time=205.168, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node265 -- Conv1D: 5-175 -- forward_compute_time=104.183, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node266 -- Conv1D: 5-176 -- forward_compute_time=93.347, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node267 -- LayerNorm: 4-177 -- forward_compute_time=199.183, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node268 -- Conv1D: 5-177 -- forward_compute_time=72.87, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node269 -- Conv1D: 5-178 -- forward_compute_time=82.456, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node270 -- LayerNorm: 4-179 -- forward_compute_time=204.994, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node271 -- Conv1D: 5-179 -- forward_compute_time=101.329, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node272 -- Conv1D: 5-180 -- forward_compute_time=92.932, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node273 -- LayerNorm: 4-181 -- forward_compute_time=198.684, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node274 -- Conv1D: 5-181 -- forward_compute_time=73.168, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node275 -- Conv1D: 5-182 -- forward_compute_time=83.322, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node276 -- LayerNorm: 4-183 -- forward_compute_time=202.529, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node277 -- Conv1D: 5-183 -- forward_compute_time=108.822, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node278 -- Conv1D: 5-184 -- forward_compute_time=94.933, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node279 -- LayerNorm: 4-185 -- forward_compute_time=196.691, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node280 -- Conv1D: 5-185 -- forward_compute_time=73.789, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node281 -- Conv1D: 5-186 -- forward_compute_time=82.772, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node282 -- LayerNorm: 4-187 -- forward_compute_time=201.392, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node283 -- Conv1D: 5-187 -- forward_compute_time=107.401, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node284 -- Conv1D: 5-188 -- forward_compute_time=93.522, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node285 -- LayerNorm: 4-189 -- forward_compute_time=202.495, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node286 -- Conv1D: 5-189 -- forward_compute_time=77.494, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node287 -- Conv1D: 5-190 -- forward_compute_time=83.935, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node288 -- LayerNorm: 4-191 -- forward_compute_time=205.239, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node289 -- Conv1D: 5-191 -- forward_compute_time=102.446, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node290 -- Conv1D: 5-192 -- forward_compute_time=99.188, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node291 -- LayerNorm: 2-4 -- forward_compute_time=202.926, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node292 -- Linear: 2-5 -- forward_compute_time=734.063, backward_compute_time=0.000, activation_size=12865792, parameter_size=321644800
	node1 -- node2
	node2 -- node3
	node3 -- node4
	node4 -- node5
	node5 -- node6
	node6 -- node7
	node7 -- node8
	node8 -- node9
	node9 -- node10
	node10 -- node11
	node11 -- node12
	node12 -- node13
	node13 -- node14
	node14 -- node15
	node15 -- node16
	node16 -- node17
	node17 -- node18
	node18 -- node19
	node19 -- node20
	node20 -- node21
	node21 -- node22
	node22 -- node23
	node23 -- node24
	node24 -- node25
	node25 -- node26
	node26 -- node27
	node27 -- node28
	node28 -- node29
	node29 -- node30
	node30 -- node31
	node31 -- node32
	node32 -- node33
	node33 -- node34
	node34 -- node35
	node35 -- node36
	node36 -- node37
	node37 -- node38
	node38 -- node39
	node39 -- node40
	node40 -- node41
	node41 -- node42
	node42 -- node43
	node43 -- node44
	node44 -- node45
	node45 -- node46
	node46 -- node47
	node47 -- node48
	node48 -- node49
	node49 -- node50
	node50 -- node51
	node51 -- node52
	node52 -- node53
	node53 -- node54
	node54 -- node55
	node55 -- node56
	node56 -- node57
	node57 -- node58
	node58 -- node59
	node59 -- node60
	node60 -- node61
	node61 -- node62
	node62 -- node63
	node63 -- node64
	node64 -- node65
	node65 -- node66
	node66 -- node67
	node67 -- node68
	node68 -- node69
	node69 -- node70
	node70 -- node71
	node71 -- node72
	node72 -- node73
	node73 -- node74
	node74 -- node75
	node75 -- node76
	node76 -- node77
	node77 -- node78
	node78 -- node79
	node79 -- node80
	node80 -- node81
	node81 -- node82
	node82 -- node83
	node83 -- node84
	node84 -- node85
	node85 -- node86
	node86 -- node87
	node87 -- node88
	node88 -- node89
	node89 -- node90
	node90 -- node91
	node91 -- node92
	node92 -- node93
	node93 -- node94
	node94 -- node95
	node95 -- node96
	node96 -- node97
	node97 -- node98
	node98 -- node99
	node99 -- node100
	node100 -- node101
	node101 -- node102
	node102 -- node103
	node103 -- node104
	node104 -- node105
	node105 -- node106
	node106 -- node107
	node107 -- node108
	node108 -- node109
	node109 -- node110
	node110 -- node111
	node111 -- node112
	node112 -- node113
	node113 -- node114
	node114 -- node115
	node115 -- node116
	node116 -- node117
	node117 -- node118
	node118 -- node119
	node119 -- node120
	node120 -- node121
	node121 -- node122
	node122 -- node123
	node123 -- node124
	node124 -- node125
	node125 -- node126
	node126 -- node127
	node127 -- node128
	node128 -- node129
	node129 -- node130
	node130 -- node131
	node131 -- node132
	node132 -- node133
	node133 -- node134
	node134 -- node135
	node135 -- node136
	node136 -- node137
	node137 -- node138
	node138 -- node139
	node139 -- node140
	node140 -- node141
	node141 -- node142
	node142 -- node143
	node143 -- node144
	node144 -- node145
	node145 -- node146
	node146 -- node147
	node147 -- node148
	node148 -- node149
	node149 -- node150
	node150 -- node151
	node151 -- node152
	node152 -- node153
	node153 -- node154
	node154 -- node155
	node155 -- node156
	node156 -- node157
	node157 -- node158
	node158 -- node159
	node159 -- node160
	node160 -- node161
	node161 -- node162
	node162 -- node163
	node163 -- node164
	node164 -- node165
	node165 -- node166
	node166 -- node167
	node167 -- node168
	node168 -- node169
	node169 -- node170
	node170 -- node171
	node171 -- node172
	node172 -- node173
	node173 -- node174
	node174 -- node175
	node175 -- node176
	node176 -- node177
	node177 -- node178
	node178 -- node179
	node179 -- node180
	node180 -- node181
	node181 -- node182
	node182 -- node183
	node183 -- node184
	node184 -- node185
	node185 -- node186
	node186 -- node187
	node187 -- node188
	node188 -- node189
	node189 -- node190
	node190 -- node191
	node191 -- node192
	node192 -- node193
	node193 -- node194
	node194 -- node195
	node195 -- node196
	node196 -- node197
	node197 -- node198
	node198 -- node199
	node199 -- node200
	node200 -- node201
	node201 -- node202
	node202 -- node203
	node203 -- node204
	node204 -- node205
	node205 -- node206
	node206 -- node207
	node207 -- node208
	node208 -- node209
	node209 -- node210
	node210 -- node211
	node211 -- node212
	node212 -- node213
	node213 -- node214
	node214 -- node215
	node215 -- node216
	node216 -- node217
	node217 -- node218
	node218 -- node219
	node219 -- node220
	node220 -- node221
	node221 -- node222
	node222 -- node223
	node223 -- node224
	node224 -- node225
	node225 -- node226
	node226 -- node227
	node227 -- node228
	node228 -- node229
	node229 -- node230
	node230 -- node231
	node231 -- node232
	node232 -- node233
	node233 -- node234
	node234 -- node235
	node235 -- node236
	node236 -- node237
	node237 -- node238
	node238 -- node239
	node239 -- node240
	node240 -- node241
	node241 -- node242
	node242 -- node243
	node243 -- node244
	node244 -- node245
	node245 -- node246
	node246 -- node247
	node247 -- node248
	node248 -- node249
	node249 -- node250
	node250 -- node251
	node251 -- node252
	node252 -- node253
	node253 -- node254
	node254 -- node255
	node255 -- node256
	node256 -- node257
	node257 -- node258
	node258 -- node259
	node259 -- node260
	node260 -- node261
	node261 -- node262
	node262 -- node263
	node263 -- node264
	node264 -- node265
	node265 -- node266
	node266 -- node267
	node267 -- node268
	node268 -- node269
	node269 -- node270
	node270 -- node271
	node271 -- node272
	node272 -- node273
	node273 -- node274
	node274 -- node275
	node275 -- node276
	node276 -- node277
	node277 -- node278
	node278 -- node279
	node279 -- node280
	node280 -- node281
	node281 -- node282
	node282 -- node283
	node283 -- node284
	node284 -- node285
	node285 -- node286
	node286 -- node287
	node287 -- node288
	node288 -- node289
	node289 -- node290
	node290 -- node291
	node291 -- node292
