Module          | Self CPU total | CPU total | Self CUDA total | CUDA total | Number of Calls
│││├── ln_2     | 123.849ms      | 145.050ms | 73.837ms        | 78.758ms   | 512            
│││├── mlp      |                |           |                 |            |                
││││├── c_fc    | 51.223ms       | 57.532ms  | 51.465ms        | 51.465ms   | 512            
││││└── c_proj  | 47.387ms       | 52.710ms  | 48.441ms        | 48.441ms   | 512            
││├── 42        |                |           |                 |            |                
│││├── ln_1     | 123.757ms      | 145.178ms | 76.265ms        | 81.174ms   | 512            
│││├── attn     |                |           |                 |            |                
││││├── c_attn  | 40.473ms       | 46.537ms  | 47.257ms        | 47.257ms   | 512            
││││└── c_proj  | 46.048ms       | 51.063ms  | 26.728ms        | 26.728ms   | 512            
│││├── ln_2     | 123.879ms      | 145.324ms | 73.724ms        | 78.632ms   | 512            
│││├── mlp      |                |           |                 |            |                
││││├── c_fc    | 51.186ms       | 57.310ms  | 53.720ms        | 53.720ms   | 512            
││││└── c_proj  | 47.447ms       | 52.775ms  | 49.195ms        | 49.195ms   | 512            
││├── 43        |                |           |                 |            |                
│││├── ln_1     | 126.612ms      | 147.970ms | 80.980ms        | 85.888ms   | 512            
│││├── attn     |                |           |                 |            |                
││││├── c_attn  | 40.584ms       | 46.703ms  | 45.006ms        | 45.006ms   | 512            
││││└── c_proj  | 45.975ms       | 51.059ms  | 27.053ms        | 27.053ms   | 512            
│││├── ln_2     | 123.852ms      | 145.004ms | 73.725ms        | 78.636ms   | 512            
│││├── mlp      |                |           |                 |            |                
││││├── c_fc    | 51.307ms       | 57.451ms  | 51.604ms        | 51.604ms   | 512            
││││└── c_proj  | 47.505ms       | 52.873ms  | 51.451ms        | 51.451ms   | 512            
││├── 44        |                |           |                 |            |                
│││├── ln_1     | 123.870ms      | 145.241ms | 73.762ms        | 78.672ms   | 512            
│││├── attn     |                |           |                 |            |                
││││├── c_attn  | 40.403ms       | 46.490ms  | 45.036ms        | 45.036ms   | 512            
││││└── c_proj  | 46.016ms       | 50.970ms  | 26.718ms        | 26.718ms   | 512            
│││├── ln_2     | 125.767ms      | 147.195ms | 76.185ms        | 81.100ms   | 512            
│││├── mlp      |                |           |                 |            |                
││││├── c_fc    | 51.166ms       | 57.241ms  | 53.902ms        | 53.902ms   | 512            
││││└── c_proj  | 47.298ms       | 52.576ms  | 48.928ms        | 48.928ms   | 512            
││├── 45        |                |           |                 |            |                
│││├── ln_1     | 124.041ms      | 145.436ms | 73.740ms        | 78.646ms   | 512            
│││├── attn     |                |           |                 |            |                
││││├── c_attn  | 40.884ms       | 47.046ms  | 45.196ms        | 45.196ms   | 512            
││││└── c_proj  | 46.338ms       | 51.438ms  | 26.932ms        | 26.932ms   | 512            
│││├── ln_2     | 123.872ms      | 145.044ms | 73.713ms        | 78.619ms   | 512            
│││├── mlp      |                |           |                 |            |                
││││├── c_fc    | 51.119ms       | 57.234ms  | 51.845ms        | 51.845ms   | 512            
││││└── c_proj  | 47.458ms       | 52.790ms  | 49.440ms        | 49.440ms   | 512            
││├── 46        |                |           |                 |            |                
│││├── ln_1     | 123.917ms      | 145.321ms | 73.780ms        | 78.686ms   | 512            
│││├── attn     |                |           |                 |            |                
││││├── c_attn  | 40.501ms       | 46.563ms  | 45.119ms        | 45.119ms   | 512            
││││└── c_proj  | 45.908ms       | 50.913ms  | 27.028ms        | 27.028ms   | 512            
│││├── ln_2     | 124.165ms      | 145.668ms | 76.128ms        | 81.040ms   | 512            
│││├── mlp      |                |           |                 |            |                
││││├── c_fc    | 51.237ms       | 57.527ms  | 53.900ms        | 53.900ms   | 512            
││││└── c_proj  | 47.301ms       | 52.642ms  | 49.054ms        | 49.054ms   | 512            
││└── 47        |                |           |                 |            |                
││ ├── ln_1     | 123.939ms      | 145.289ms | 73.771ms        | 78.676ms   | 512            
││ ├── attn     |                |           |                 |            |                
││ │├── c_attn  | 40.538ms       | 46.678ms  | 44.866ms        | 44.866ms   | 512            
││ │└── c_proj  | 46.131ms       | 51.259ms  | 26.792ms        | 26.792ms   | 512            
││ ├── ln_2     | 124.023ms      | 145.246ms | 76.001ms        | 80.899ms   | 512            
││ └── mlp      |                |           |                 |            |                
││  ├── c_fc    | 51.319ms       | 57.441ms  | 53.833ms        | 53.833ms   | 512            
││  └── c_proj  | 47.469ms       | 52.837ms  | 48.938ms        | 48.938ms   | 512            
│└── ln_f       | 124.272ms      | 145.638ms | 76.027ms        | 80.929ms   | 512            
└── lm_head     |                |           |                 |            |                
 └── decoder    | 53.165ms       | 140.889ms | 311.916ms       | 928.079ms  | 512            

