Module          | Self CPU total | CPU total | Self CUDA total | CUDA total | Number of Calls
││││├── c_fc    | 51.955ms       | 57.927ms  | 49.749ms        | 49.749ms   | 512
││││└── c_proj  | 47.708ms       | 52.910ms  | 50.223ms        | 50.223ms   | 512
││├── 43        |                |           |                 |            |
│││├── ln_1     | 124.104ms      | 145.689ms | 73.759ms        | 78.673ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 39.858ms       | 45.810ms  | 43.985ms        | 43.985ms   | 512
││││└── c_proj  | 48.777ms       | 53.825ms  | 28.957ms        | 28.957ms   | 512
│││├── ln_2     | 124.852ms      | 146.717ms | 74.012ms        | 81.325ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 52.949ms       | 58.891ms  | 49.995ms        | 49.995ms   | 512
││││└── c_proj  | 47.363ms       | 52.616ms  | 47.846ms        | 47.846ms   | 512
││├── 44        |                |           |                 |            |
│││├── ln_1     | 123.811ms      | 145.395ms | 71.342ms        | 76.258ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 39.472ms       | 45.333ms  | 43.645ms        | 43.645ms   | 512
││││└── c_proj  | 45.930ms       | 50.944ms  | 26.286ms        | 26.286ms   | 512
│││├── ln_2     | 124.189ms      | 145.724ms | 71.309ms        | 76.230ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 51.925ms       | 57.890ms  | 50.034ms        | 50.034ms   | 512
││││└── c_proj  | 47.371ms       | 52.590ms  | 47.763ms        | 47.763ms   | 512
││├── 45        |                |           |                 |            |
│││├── ln_1     | 123.984ms      | 145.554ms | 71.361ms        | 76.277ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 39.717ms       | 45.660ms  | 43.831ms        | 43.831ms   | 512
││││└── c_proj  | 45.947ms       | 50.964ms  | 26.443ms        | 26.443ms   | 512
│││├── ln_2     | 123.708ms      | 145.029ms | 73.936ms        | 78.860ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 51.846ms       | 57.815ms  | 49.700ms        | 49.700ms   | 512
││││└── c_proj  | 47.168ms       | 52.386ms  | 48.027ms        | 48.027ms   | 512
││├── 46        |                |           |                 |            |
│││├── ln_1     | 126.561ms      | 148.120ms | 71.345ms        | 76.260ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 39.800ms       | 45.694ms  | 46.169ms        | 46.169ms   | 512
││││└── c_proj  | 46.001ms       | 51.030ms  | 26.269ms        | 26.269ms   | 512
│││├── ln_2     | 124.065ms      | 145.586ms | 71.388ms        | 76.312ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 52.936ms       | 59.067ms  | 52.065ms        | 52.065ms   | 512
││││└── c_proj  | 47.251ms       | 52.445ms  | 48.307ms        | 48.307ms   | 512
││└── 47        |                |           |                 |            |
││ ├── ln_1     | 123.887ms      | 145.416ms | 71.314ms        | 76.230ms   | 512
││ ├── attn     |                |           |                 |            |
││ │├── c_attn  | 39.745ms       | 45.709ms  | 43.896ms        | 43.896ms   | 512
││ │└── c_proj  | 45.736ms       | 50.753ms  | 26.691ms        | 26.691ms   | 512
││ ├── ln_2     | 124.038ms      | 145.427ms | 71.854ms        | 76.781ms   | 512
││ └── mlp      |                |           |                 |            |
││  ├── c_fc    | 51.679ms       | 57.624ms  | 49.908ms        | 49.908ms   | 512
││  └── c_proj  | 47.242ms       | 52.491ms  | 47.933ms        | 47.933ms   | 512
│└── ln_f       | 152.199ms      | 173.922ms | 103.421ms       | 138.012ms  | 512
└── lm_head     |                |           |                 |            |
 └── decoder    | 50.692ms       | 134.120ms | 260.412ms       | 773.501ms  | 512
