Module          | Self CPU total | CPU total | Self CUDA total | CUDA total | Number of Calls
││││├── c_fc    | 38.987ms       | 44.920ms  | 44.412ms        | 44.412ms   | 512
││││└── c_proj  | 47.403ms       | 52.556ms  | 46.957ms        | 46.957ms   | 512
││├── 43        |                |           |                 |            |
│││├── ln_1     | 124.357ms      | 146.239ms | 70.163ms        | 75.062ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 39.473ms       | 45.820ms  | 38.926ms        | 38.926ms   | 512
││││└── c_proj  | 45.827ms       | 50.726ms  | 28.453ms        | 28.453ms   | 512
│││├── ln_2     | 123.945ms      | 145.606ms | 72.582ms        | 79.868ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 39.113ms       | 45.053ms  | 44.545ms        | 44.545ms   | 512
││││└── c_proj  | 47.276ms       | 52.412ms  | 47.016ms        | 47.016ms   | 512
││├── 44        |                |           |                 |            |
│││├── ln_1     | 124.148ms      | 145.925ms | 70.184ms        | 75.084ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 39.354ms       | 45.199ms  | 38.761ms        | 38.761ms   | 512
││││└── c_proj  | 46.257ms       | 51.290ms  | 25.823ms        | 25.823ms   | 512
│││├── ln_2     | 124.143ms      | 145.712ms | 70.125ms        | 75.026ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 39.008ms       | 45.074ms  | 44.598ms        | 44.598ms   | 512
││││└── c_proj  | 47.473ms       | 52.653ms  | 46.849ms        | 46.849ms   | 512
││├── 45        |                |           |                 |            |
│││├── ln_1     | 124.414ms      | 146.254ms | 72.509ms        | 77.410ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 38.939ms       | 44.860ms  | 38.834ms        | 38.834ms   | 512
││││└── c_proj  | 46.036ms       | 51.018ms  | 26.048ms        | 26.048ms   | 512
│││├── ln_2     | 124.061ms      | 145.805ms | 70.156ms        | 75.056ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 66.525ms       | 72.459ms  | 71.987ms        | 71.987ms   | 512
││││└── c_proj  | 47.666ms       | 53.382ms  | 47.095ms        | 47.095ms   | 512
││├── 46        |                |           |                 |            |
│││├── ln_1     | 124.251ms      | 146.135ms | 70.202ms        | 75.103ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 39.119ms       | 45.045ms  | 38.233ms        | 38.233ms   | 512
││││└── c_proj  | 46.069ms       | 51.071ms  | 25.942ms        | 25.942ms   | 512
│││├── ln_2     | 124.099ms      | 145.742ms | 70.152ms        | 75.053ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 39.017ms       | 44.952ms  | 44.552ms        | 44.552ms   | 512
││││└── c_proj  | 47.621ms       | 52.820ms  | 51.897ms        | 51.897ms   | 512
││└── 47        |                |           |                 |            |
││ ├── ln_1     | 124.629ms      | 146.603ms | 70.176ms        | 75.076ms   | 512
││ ├── attn     |                |           |                 |            |
││ │├── c_attn  | 39.176ms       | 45.064ms  | 38.438ms        | 38.438ms   | 512
││ │└── c_proj  | 46.112ms       | 51.063ms  | 25.964ms        | 25.964ms   | 512
││ ├── ln_2     | 124.138ms      | 145.816ms | 74.966ms        | 79.874ms   | 512
││ └── mlp      |                |           |                 |            |
││  ├── c_fc    | 39.278ms       | 46.014ms  | 49.333ms        | 49.333ms   | 512
││  └── c_proj  | 47.347ms       | 52.481ms  | 47.082ms        | 47.082ms   | 512
│└── ln_f       | 124.351ms      | 146.137ms | 70.296ms        | 75.199ms   | 512
└── lm_head     |                |           |                 |            |
 └── decoder    | 49.472ms       | 131.318ms | 235.988ms       | 700.280ms  | 512
